,Intent,Label
5572,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness
5573,Buddha doesn't possess enough power to deliver you from your affliction!,sadness
5574,"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",sadness
5575,"Hello my dear friends, I will be back online this Friday night. I miss you! #sober #sobriety #recovery",sadness
5576,"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness
5577,watching this uni reveal is so depressing i miss stingrays :(,sadness
5578,Public products: high downhearted price tag consumer survey sum and substance: OVth,sadness
5579,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,sadness
5580,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness
5581,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ,sadness
5582,“Dyslexia is the affliction of a frozen genius.”― Stephen Richards,sadness
5583,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,sadness
5584,"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness
5585,@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy,sadness
5586,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness
5587,Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim,sadness
5588,Season 3 and Charlie is still a prick! #lost,sadness
5589,@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,sadness
5590,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness
5591,"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",sadness
5592,"@CovinoandRich just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",sadness
5593,SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness
5594,"@StaceyDavidson_ You're a thief and a liberal mope, investigated by the financial services board for theft of govt retirement funds. THIEF",sadness
5595,This shit hurting my heart 😪 that's how serious it is .,sadness
5596,"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",sadness
5597,@AnjiDunlap droop in leggings? Are they wearing XXXL?,sadness
5598,@trashcami this cured my depression,sadness
5599,This world has some serious issues we should all go to therapy,sadness
5600,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness
5601,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness
5602,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",sadness
5603,It feel like we lost a family member🙄😂,sadness
5604,My life went from happy to unhappy..,sadness
5605,you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,sadness
5606,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness
5607,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",sadness
5608,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay ",sadness
5609,A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness
5610,Don't depress yourself by comparing yourself. No comparisons.,sadness
5611,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,sadness
5612,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz ,sadness
5613,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",sadness
5614,@FFBren @CDCarter13 included for maximum #sadness,sadness
5615,@Barcabhoy1 Of course not. Didn't sink his studs into a knee like Forrester,sadness
5616,Soooo badly want to dye my hair dark but have never been dark before soooo torn 😭😭😭,sadness
5617,"@Eeevah14 don't I know it, try not to fret my sweet little pupper",sadness
5618,im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary,sadness
5619,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness
5620,"@GolfStrat out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?",sadness
5621,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,sadness
5622,Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,sadness
5623,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness
5624,"Don't be disheartened if you didn't get the cards you wanted, it's not the end of the world......E-Eh...? Y-You want me to cheer you up?",sadness
5625,amateur author Twitter might be the most depressing thing I've ever seen,sadness
5626,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,sadness
5627,"We are about a little over an hour away! We will arrive soon, do not fret!",sadness
5628,Should of stayed in Dubai 😞,sadness
5629,Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv,sadness
5630,It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.,sadness
5631,aaahhhh! a little @OtisRedding to soothe the soul. #music ,sadness
5632,aaahhhh! a little @OtisRedding to soothe the soul. #music #blues,sadness
5633,Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,sadness
5634,and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah',sadness
5635,@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,sadness
5636,"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",sadness
5637,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,sadness
5638,"I'd rather laugh with the rarest genius, in beautiful alliance with his own being, where he kept his sadness. #melancholy",sadness
5639,If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities,sadness
5640,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",sadness
5641,"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness
5642,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,sadness
5643,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher,sadness
5644,HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,sadness
5645,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,sadness
5646,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness
5647,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,sadness
5648,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",sadness
5649,"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness
5650,"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness
5651,"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness
5652,Refuse to let myself get discouraged.,sadness
5653,"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",sadness
5654,"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",sadness
5655,Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,sadness
5656,I love having such a big family. There's never a dull moment in my house 😂,sadness
5657,@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness
5658,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness
5659,What a grim night #GetTheFireLit 🔥,sadness
5660,@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness
5661,@xaninaany I'm so serious DM me I'll tell u more,sadness
5662,Time for some despair #SDR3 #despair #fuckthisanime,sadness
5663,"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",sadness
5664,"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness
5665,@CCGaryRoberts community policing!!!! What's that?? #lost,sadness
5666,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
5667,"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
5668,😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness
5669,@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull 😂. LAMINATION,sadness
5670,I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,sadness
5671,@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,sadness
5672,When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sadness
5673,"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",sadness
5674,@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,sadness
5675,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness
5676,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness
5677,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness
5678,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness
5679,Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober,sadness
5680,"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",sadness
5681,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness
5682,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness
5683,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,sadness
5684,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness
5685,Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016,sadness
5686,"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",sadness
5687,@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.,sadness
5688,What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness
5689,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness
5690,@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,sadness
5691,Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sadness
5692,My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness
5693,"6 might be a serious number, but 10 sounds better. Wild card race!!",sadness
5694,Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,sadness
5695,John and his 'magic box' #lost,sadness
5696,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness
5697,Can it be 10 PM so I can sulk in my tub while listening to Lana,sadness
5698,I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,sadness
5699,Candice's pout is gonna take someone eye out mate! #GBBO,sadness
5700,The pine colada starburst nasty. Don't @ me,sadness
5701,How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,sadness
5702,@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol,sadness
5703,"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--",sadness
5704,i am about to find the sadness in graham's lyrics,sadness
5705,I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness
5706,@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,sadness
5707,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness
5708,are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,sadness
5709,"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",sadness
5710,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,sadness
5711,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,sadness
5712,@TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.,sadness
5713,"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness
5714,Go help the cause.@plantingaseed.net. #recovery  #sober #addiction,sadness
5715,@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,sadness
5716,@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness
5717,"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",sadness
5718,It serves a gloomy higher than the wolves of the village,sadness
5719,"Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype",sadness
5720,@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness
5721,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,sadness
5722,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness
5723,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major,sadness
5724,@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.,sadness
5725,@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness
5726,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness
5727,@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.,sadness
5728,"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness
5729,Dream show how cisco 642-188 pdf melancholy: aHid,sadness
5730,Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues,sadness
5731,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),sadness
5732,@Magrove86Mark @clareftballnews jersey gloves?  #dark,sadness
5733,Been a while since I been sober. This life can be so hard,sadness
5734,Just reached 10k followers - WOW - thanks blues #mcfc #ctid,sadness
5735,"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness
5736,I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness
5737,*Sigh* #depression #saddness #afterellen #shitsucks,sadness
5738,@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,sadness
5739,eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
5740,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,sadness
5741,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,sadness
5742,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness
5743,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",sadness
5744,"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain",sadness
5745,No sober weekend 🙂🙂🙂,sadness
5746,One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened,sadness
5747,"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",sadness
5748,"No pessimist ever discovered the secret of the stars,or sailed to an uncharted land,or opened a new doorway for the human spirit.-H.Keller",sadness
5749,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,sadness
5750,"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",sadness
5751,So drunk me hid my keys very well sober me couldn't find it anywhere,sadness
5752,@Mets @JdeGrom19 I'm depress now,sadness
5753,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,sadness
5754,The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness
5755,@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,sadness
5756,@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness
5757,#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.,sadness
5758,"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness
5759,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",sadness
5760,@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,sadness
5761,Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,sadness
5762,Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,sadness
5763,I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.,sadness
5764,it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness
5765,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,sadness
5766,@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness
5767,I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind,sadness
5768,Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness
5769,@ashleighjessica @zacflint1 I'd give that pout the firm D,sadness
5770,"Most days, I don't know what my heart beats for. #depression",sadness
5771,"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness
5772,Overwhelming sadness.  This too shall pass.  #lonley #startingover,sadness
5773,Overwhelming sadness.  This too shall pass. #lost #lonley #startingover,sadness
5774,"@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised",sadness
5775,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness
5776,"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness
5777,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,sadness
5778,I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome,sadness
5779,"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",sadness
5780,Hoping to hear some serious @DonnieTrumpet tonight,sadness
5781,"We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy",sadness
5782,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",sadness
5783,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness
5784,@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,sadness
5785,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness
5786,Im so unhappy,sadness
5787,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,sadness
5788,Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up),sadness
5789,hate to see y'all frown but I'd rather see him smiling 💕✨,sadness
5790,"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",sadness
5791,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness
5792,everything in the dream stayed there,sadness
5793,Candace &amp; her pout are getting right on my tits #GBBO,sadness
5794,California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,sadness
5795,so probably hunger and depression and dissociating equals a weird time anything else,sadness
5796,@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,sadness
5797,"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness
5798,@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,sadness
5799,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock  #jam,sadness
5800,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,sadness
5801,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness
5802,Removal regardless of cost a lamentable answer: ajvKSK,sadness
5803,"God just replaced my sadness with laughter, can't go the whole day sad ...",sadness
5804,Need advice on how to get out of this rut!!!!  #needmotivation,sadness
5805,Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness
5806,I feel like I am drowning. #depression #anxiety #falure #worthless,sadness
5807,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness
5808,Candice's standing pout face aggravates me every week,sadness
5809,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness
5810,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness
5811,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed",sadness
5812,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,sadness
5813,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness
5814,@MessYourself why? Do you have depression?,sadness
5815,@hamzakhawaja99 just die depression.,sadness
5816,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",sadness
5817,It hasn't sunk in that I'm meeting the twins,sadness
5818,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,sadness
5819,“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,sadness
5820,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness
5821,@Mattwinton1 Your foot is frowning.,sadness
5822,@marisa_enbot Being with you makes me somewhat gloomy.,sadness
5823,Sigh. I got a B- .. #depressing,sadness
5824,"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",sadness
5825,@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness
5826,Wrinkles should merely hide where frown have been.  - Mark Twain,sadness
5827,Why can't you just be mine. #forlorn,sadness
5828,"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness
5829,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness
5830,Cops chillin on pine lakes,sadness
5831,F'n morons u23 SMFH can't just be lackadaisical,sadness
5832,"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",sadness
5833,@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!,sadness
5834,Go follow 'juspopmolly' on snapchat that hoe sitting on the sink right now @Cocaineandtacos,sadness
5835,The new @chaseandstatus song is mega 💥 reminds me of @SundownUK #blues,sadness
5836,"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",sadness
5837,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,sadness
5838,"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness
5839,How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?,sadness
5840,A pretty dejected FanCam on the way. #SCFC #TBPTV,sadness
5841,Ffs clan... seriously never been so disheartened,sadness
5842,Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,sadness
5843,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,sadness
5844,Rooney = whipping boy. #mufc #sad,sadness
5845,Rooney = whipping boy. #mufc ,sadness
5846,Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,sadness
5847,My cell won't hold a charge 😢 #sadness So should I...,sadness
5848,Do you know how much it hurts to see you best friend sad?,sadness
5849,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,sadness
5850,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ,sadness
5851,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,sadness
5852,The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad,sadness
5853,The @Orioles are in contention and hosting @RedSox nation and Camden is empty ,sadness
5854,"The two Brians, @BlackEyedNBlues &amp; @onthehorn500, also known as the Nigella Lawsons of #blues &amp; #pizza.",sadness
5855,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness
5856,@loueezecee I don't know how much more of that bloody pout I can take!!,sadness
5857,I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS,sadness
5858,"@John_Hanna he has become so dreary, also, yes...",sadness
5859,"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots 🍂👢☕️💄",sadness
5860,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness
5861,I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,sadness
5862,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,sadness
5863,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness
5864,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
5865,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness
5866,Who need #beats ? #instrumentals #serious #artists #only 🚨,sadness
5867,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness
5868,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,sadness
5869,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness
